id_medico,especialidade_medica,sk_medico
8407,Ortopedia,488
8321,Pediatria,489
6894,Cirurgia Geral,490
6327,Neurologia,491
1157,UTI,492
5039,Ortopedia,493
7175,Oncologia,494
4992,Ortopedia,495
5087,Clínica Médica,496
8538,Ortopedia,497
8945,Clínica Médica,498
7106,UTI,499
3630,Oncologia,500
4107,Ortopedia,501
1578,Neurologia,502
2099,Oncologia,503
6224,Pediatria,504
9191,Neurologia,505
3493,UTI,506
7817,Cardiologia,507
3348,Oncologia,508
2024,UTI,509
5029,Oncologia,510
8681,UTI,511
7385,Cardiologia,512
7037,Cardiologia,513
1386,Oncologia,514
7359,Oncologia,515
7153,Cardiologia,516
8803,Cardiologia,517
4684,UTI,518
4788,Cirurgia Geral,519
8400,Cardiologia,520
1284,Cirurgia Geral,521
5150,Neurologia,522
9296,Oncologia,523
5251,Ortopedia,524
8015,Ortopedia,525
3584,Pediatria,526
5681,Ortopedia,527
8810,Cardiologia,528
3596,Cardiologia,529
3829,Pediatria,530
2139,Cirurgia Geral,531
9366,Cirurgia Geral,532
7553,Cardiologia,533
8899,Ortopedia,534
3137,Neurologia,535
7521,UTI,536
9107,Cardiologia,537
5880,Clínica Médica,538
2085,Ortopedia,539
6444,Cirurgia Geral,540
7468,Ortopedia,541
8943,Ortopedia,542
9568,Clínica Médica,543
3555,Ortopedia,544
9962,Ortopedia,545
9818,Clínica Médica,546
6969,Ortopedia,547
3737,Oncologia,548
8017,Pediatria,549
6489,Clínica Médica,550
4120,Cirurgia Geral,551
2104,Clínica Médica,552
3951,Oncologia,553
7661,UTI,554
6441,Neurologia,555
1098,Pediatria,556
9327,Oncologia,557
6852,Clínica Médica,558
5234,Neurologia,559
9098,Cirurgia Geral,560
3758,Cirurgia Geral,561
1751,Pediatria,562
9433,Clínica Médica,563
4716,Oncologia,564
3959,Ortopedia,565
8082,Ortopedia,566
3964,Pediatria,567
2736,Cirurgia Geral,568
8167,Ortopedia,569
9239,Oncologia,570
4317,Cardiologia,571
6015,UTI,572
2897,UTI,573
9491,Oncologia,574
8749,Oncologia,575
2345,Ortopedia,576
9583,Clínica Médica,577
5758,Cirurgia Geral,578
9066,Pediatria,579
2007,Cardiologia,580
7030,Cardiologia,581
3522,Ortopedia,582
9464,Cirurgia Geral,583
6656,Clínica Médica,584
6776,Ortopedia,585
3155,Cirurgia Geral,586
3808,Cirurgia Geral,587
4187,Neurologia,588
3669,Ortopedia,589
4613,Neurologia,590
1027,Cardiologia,591
7348,Pediatria,592
4143,Oncologia,593
6413,Neurologia,594
8300,Clínica Médica,595
3690,Cardiologia,596
6129,Clínica Médica,597
7844,Cardiologia,598
5126,Pediatria,599
5231,Oncologia,600
6091,UTI,601
6520,Pediatria,602
2372,Neurologia,603
8592,Clínica Médica,604
7644,Ortopedia,605
8714,Cardiologia,606
4405,Neurologia,607
9000,Oncologia,608
8227,Ortopedia,609
1739,Cirurgia Geral,610
9928,Pediatria,611
7799,UTI,612
4593,UTI,613
6352,Oncologia,614
1846,Clínica Médica,615
7837,Neurologia,616
1294,Cirurgia Geral,617
8621,Cirurgia Geral,618
6757,Oncologia,619
9289,Ortopedia,620
9195,Cardiologia,621
5507,Oncologia,622
9428,Cardiologia,623
8921,UTI,624
8802,Neurologia,625
9973,Ortopedia,626
3369,UTI,627
5222,Cardiologia,628
2394,Pediatria,629
8769,Neurologia,630
2637,Ortopedia,631
2688,Oncologia,632
3677,Ortopedia,633
1576,Clínica Médica,634
8875,Clínica Médica,635
2647,UTI,636
1977,Ortopedia,637
1673,Neurologia,638
2253,Cirurgia Geral,639
1277,Clínica Médica,640
5089,UTI,641
7674,Ortopedia,642
1415,Pediatria,643
2634,UTI,644
7621,Clínica Médica,645
6582,Cardiologia,646
9103,Clínica Médica,647
1697,Ortopedia,648
3155,Clínica Médica,649
2624,Pediatria,650
9626,Pediatria,651
1584,Pediatria,652
8702,Pediatria,653
9896,Cardiologia,654
6363,Cirurgia Geral,655
3156,Neurologia,656
7270,Neurologia,657
3146,Cirurgia Geral,658
1189,Cardiologia,659
2548,UTI,660
5635,Cirurgia Geral,661
6446,Pediatria,662
4036,UTI,663
7279,Cardiologia,664
3966,Oncologia,665
5172,Cardiologia,666
1068,Neurologia,667
2144,Cardiologia,668
3927,Cardiologia,669
9939,Cirurgia Geral,670
4763,Clínica Médica,671
8750,Cirurgia Geral,672
2717,Oncologia,673
2535,Oncologia,674
9204,Pediatria,675
5606,Clínica Médica,676
2436,Oncologia,677
9464,Ortopedia,678
6719,UTI,679
2031,Oncologia,680
4618,Ortopedia,681
8859,UTI,682
6668,Pediatria,683
4314,UTI,684
1123,Cardiologia,685
5318,Pediatria,686
2039,Neurologia,687
9787,Cardiologia,688
5490,Oncologia,689
7084,UTI,690
7384,Clínica Médica,691
9294,Cirurgia Geral,692
3373,UTI,693
9551,UTI,694
9831,Pediatria,695
7210,UTI,696
3215,Oncologia,697
8717,Cardiologia,698
9152,UTI,699
4288,Cardiologia,700
7719,Oncologia,701
9140,Pediatria,702
5753,Pediatria,703
1946,UTI,704
3548,Ortopedia,705
2982,Neurologia,706
8855,Cardiologia,707
7668,Oncologia,708
6973,Clínica Médica,709
3256,Neurologia,710
3480,Cardiologia,711
8733,Cardiologia,712
7841,UTI,713
1416,Neurologia,714
5314,Ortopedia,715
7443,Neurologia,716
8568,Pediatria,717
6587,UTI,718
1364,Ortopedia,719
9123,Cirurgia Geral,720
6333,UTI,721
7749,Cardiologia,722
1557,Cardiologia,723
5385,Neurologia,724
5489,UTI,725
1805,Clínica Médica,726
2722,Cirurgia Geral,727
2263,Ortopedia,728
2378,UTI,729
1877,Neurologia,730
2739,Pediatria,731
9819,Neurologia,732
8884,Ortopedia,733
4477,Pediatria,734
6149,Neurologia,735
2955,Neurologia,736
9760,Cardiologia,737
9580,UTI,738
5350,Cardiologia,739
8053,Neurologia,740
2041,Neurologia,741
7152,Pediatria,742
5031,Cardiologia,743
6207,Cardiologia,744
7569,Cardiologia,745
3151,Pediatria,746
7485,UTI,747
8116,Cirurgia Geral,748
4134,Cardiologia,749
6599,Cardiologia,750
1429,Clínica Médica,751
9376,Pediatria,752
2417,Neurologia,753
8663,UTI,754
6099,Cardiologia,755
2041,Ortopedia,756
6351,UTI,757
6273,Oncologia,758
4464,Ortopedia,759
7123,Clínica Médica,760
9400,Neurologia,761
3415,Ortopedia,762
3078,UTI,763
5191,UTI,764
4713,Cirurgia Geral,765
4770,Pediatria,766
7153,Neurologia,767
8167,Oncologia,768
1469,Oncologia,769
9949,Cardiologia,770
3270,UTI,771
7628,UTI,772
2753,Neurologia,773
4415,Clínica Médica,774
5754,Oncologia,775
8826,Ortopedia,776
9428,Cirurgia Geral,777
7685,Ortopedia,778
4526,Ortopedia,779
1828,Clínica Médica,780
2389,UTI,781
7602,Clínica Médica,782
9335,Oncologia,783
5452,Neurologia,784
8131,Cardiologia,785
2623,Oncologia,786
1224,Pediatria,787
4894,Cirurgia Geral,788
7764,Ortopedia,789
4581,Neurologia,790
9964,Cardiologia,791
7606,Pediatria,792
1975,UTI,793
7356,Cirurgia Geral,794
1830,Ortopedia,795
6213,Oncologia,796
1088,Cardiologia,797
3543,Ortopedia,798
6087,Neurologia,799
1321,Neurologia,800
2235,Neurologia,801
5003,UTI,802
9373,Cardiologia,803
4133,Pediatria,804
1421,Clínica Médica,805
9024,Ortopedia,806
1327,UTI,807
3721,Cardiologia,808
6474,Cirurgia Geral,809
8056,Neurologia,810
8934,Ortopedia,811
7034,Ortopedia,812
1495,Neurologia,813
8059,Neurologia,814
8108,Ortopedia,815
2872,Cirurgia Geral,816
4612,Cirurgia Geral,817
3023,Cirurgia Geral,818
2316,Pediatria,819
1717,Pediatria,820
4860,Clínica Médica,821
6852,Pediatria,822
7054,Pediatria,823
7842,Cirurgia Geral,824
7697,Pediatria,825
5586,Pediatria,826
2040,Clínica Médica,827
6474,Cardiologia,828
1998,Oncologia,829
1424,Cirurgia Geral,830
6659,Clínica Médica,831
9351,Pediatria,832
9157,Ortopedia,833
5434,Neurologia,834
5012,Pediatria,835
4372,Ortopedia,836
1372,Ortopedia,837
2554,Cirurgia Geral,838
7238,Ortopedia,839
7699,Cirurgia Geral,840
3038,Pediatria,841
4117,Clínica Médica,842
2593,Ortopedia,843
3166,Clínica Médica,844
4658,Cirurgia Geral,845
8556,Cirurgia Geral,846
3500,Neurologia,847
7460,Cirurgia Geral,848
9096,Neurologia,849
8747,Ortopedia,850
9704,Cirurgia Geral,851
9646,Clínica Médica,852
1188,Neurologia,853
7716,Cardiologia,854
8050,Cardiologia,855
4686,Cirurgia Geral,856
5723,Ortopedia,857
3060,Neurologia,858
3559,Pediatria,859
4786,Cirurgia Geral,860
1753,Cardiologia,861
3566,Clínica Médica,862
4963,Clínica Médica,863
7413,Neurologia,864
9294,Neurologia,865
1658,Neurologia,866
9218,UTI,867
6782,UTI,868
9086,Cardiologia,869
1368,Clínica Médica,870
8288,UTI,871
8711,Cirurgia Geral,872
1126,Ortopedia,873
9863,Pediatria,874
1931,UTI,875
1202,Neurologia,876
6280,Cirurgia Geral,877
8816,Cirurgia Geral,878
5001,Ortopedia,879
3058,Neurologia,880
6538,UTI,881
5690,Neurologia,882
5568,Ortopedia,883
2694,Clínica Médica,884
3339,Pediatria,885
4720,Pediatria,886
8929,Cirurgia Geral,887
6768,Neurologia,888
6402,Oncologia,889
9710,UTI,890
8726,Cirurgia Geral,891
4222,Cirurgia Geral,892
7329,Ortopedia,893
7935,Neurologia,894
6156,Ortopedia,895
6968,Cirurgia Geral,896
4343,Neurologia,897
2067,Oncologia,898
9432,UTI,899
9058,Oncologia,900
4256,Cirurgia Geral,901
6507,Clínica Médica,902
7030,Pediatria,903
7208,Oncologia,904
8695,Oncologia,905
8521,Cirurgia Geral,906
8121,Oncologia,907
1990,Oncologia,908
4978,Ortopedia,909
3718,Clínica Médica,910
1026,Clínica Médica,911
4266,Clínica Médica,912
6669,Clínica Médica,913
6091,Clínica Médica,914
1506,Oncologia,915
6555,Pediatria,916
6310,Neurologia,917
7886,Oncologia,918
4210,UTI,919
2167,Clínica Médica,920
9030,Neurologia,921
1016,UTI,922
6117,Cardiologia,923
2756,Oncologia,924
2016,Ortopedia,925
8224,Cirurgia Geral,926
1269,Cirurgia Geral,927
4447,Cardiologia,928
5451,Cardiologia,929
1087,Cirurgia Geral,930
7720,UTI,931
9963,Clínica Médica,932
8084,Neurologia,933
2391,Pediatria,934
3798,Oncologia,935
5604,Cirurgia Geral,936
4962,Cirurgia Geral,937
3147,Cirurgia Geral,938
7833,Cirurgia Geral,939
1195,Oncologia,940
9287,Oncologia,941
1066,Pediatria,942
3264,Neurologia,943
5953,Neurologia,944
6673,Pediatria,945
1912,Cirurgia Geral,946
3407,UTI,947
5848,Cirurgia Geral,948
2145,Neurologia,949
4400,Pediatria,950
8129,Pediatria,951
1027,Oncologia,952
6021,Cirurgia Geral,953
1227,Neurologia,954
4116,Cardiologia,955
2206,Cirurgia Geral,956
3134,Neurologia,957
3376,Oncologia,958
4402,Pediatria,959
4120,Ortopedia,960
3844,Pediatria,961
7422,Clínica Médica,962
2787,Clínica Médica,963
6860,Ortopedia,964
5258,Oncologia,965
8198,Neurologia,966
3796,Cardiologia,967
1359,Ortopedia,968
2009,Clínica Médica,969
5137,Cirurgia Geral,970
8553,Cirurgia Geral,971
5835,Clínica Médica,972
4228,UTI,973
3533,Ortopedia,974
8850,Clínica Médica,975
5121,Oncologia,976
9152,Cardiologia,977
7872,UTI,978
6547,Clínica Médica,979
8171,Oncologia,980
4714,Cardiologia,981
6955,Oncologia,982
8529,Oncologia,983
6658,Clínica Médica,984
3770,Clínica Médica,985
6409,Neurologia,986
9459,Cardiologia,987
5862,Clínica Médica,988
6840,Oncologia,989
3707,UTI,990
6605,Cardiologia,991
5716,Cirurgia Geral,992
4427,Pediatria,993
7499,Pediatria,994
4432,Cirurgia Geral,995
4856,UTI,996
4630,UTI,997
4874,Oncologia,998
5610,Cirurgia Geral,999
4357,Cirurgia Geral,1000
3687,UTI,1001
1720,Pediatria,1002
5572,Pediatria,1003
2081,Pediatria,1004
3713,UTI,1005
8083,Clínica Médica,1006
6807,Pediatria,1007
9818,Neurologia,1008
5936,Pediatria,1009
6393,Oncologia,1010
6517,Cardiologia,1011
9209,Cardiologia,1012
7291,Cardiologia,1013
2063,UTI,1014
5678,Cardiologia,1015
7956,Cirurgia Geral,1016
5720,Clínica Médica,1017
6275,Cirurgia Geral,1018
1778,Clínica Médica,1019
3711,Neurologia,1020
6552,Clínica Médica,1021
1617,Cirurgia Geral,1022
6748,Ortopedia,1023
9310,Pediatria,1024
7586,Cardiologia,1025
4448,Cirurgia Geral,1026
1531,UTI,1027
6695,Clínica Médica,1028
5656,Oncologia,1029
5861,Neurologia,1030
3914,Neurologia,1031
4159,Oncologia,1032
5977,Neurologia,1033
3205,Clínica Médica,1034
5501,Ortopedia,1035
4456,Pediatria,1036
3804,Neurologia,1037
4887,UTI,1038
4730,Neurologia,1039
2658,Pediatria,1040
5561,UTI,1041
4801,Cardiologia,1042
6615,UTI,1043
1899,Pediatria,1044
2494,Pediatria,1045
2351,Pediatria,1046
1895,Neurologia,1047
9199,Clínica Médica,1048
7467,Clínica Médica,1049
7797,Neurologia,1050
3926,Neurologia,1051
2361,Ortopedia,1052
1698,Cardiologia,1053
5860,Pediatria,1054
2845,Cardiologia,1055
8241,Cardiologia,1056
8834,Cardiologia,1057
1715,Cardiologia,1058
5669,Oncologia,1059
8317,Oncologia,1060
3422,Oncologia,1061
9840,UTI,1062
8362,Clínica Médica,1063
3876,Ortopedia,1064
7397,Clínica Médica,1065
7486,Ortopedia,1066
2371,Ortopedia,1067
2366,Cardiologia,1068
5876,UTI,1069
8100,Cirurgia Geral,1070
1627,Pediatria,1071
2813,Ortopedia,1072
1184,Oncologia,1073
1294,Pediatria,1074
5747,Pediatria,1075
2317,Ortopedia,1076
8068,Ortopedia,1077
4305,Cirurgia Geral,1078
7684,Clínica Médica,1079
2420,Neurologia,1080
8014,Ortopedia,1081
1984,Clínica Médica,1082
1063,Oncologia,1083
8051,Neurologia,1084
3056,Pediatria,1085
7564,Clínica Médica,1086
2855,Ortopedia,1087
7140,Ortopedia,1088
7594,Clínica Médica,1089
7864,Neurologia,1090
2066,Cirurgia Geral,1091
4557,Cirurgia Geral,1092
4662,Oncologia,1093
8737,Clínica Médica,1094
7010,Cirurgia Geral,1095
4315,Pediatria,1096
8300,Cardiologia,1097
4972,Clínica Médica,1098
5438,UTI,1099
1956,Cirurgia Geral,1100
6551,Oncologia,1101
2969,Clínica Médica,1102
5085,Clínica Médica,1103
6764,Oncologia,1104
2613,UTI,1105
7199,Oncologia,1106
7115,UTI,1107
5981,Clínica Médica,1108
7876,Neurologia,1109
8004,Oncologia,1110
2026,Pediatria,1111
1010,Cardiologia,1112
5469,Neurologia,1113
3955,Cardiologia,1114
8007,Neurologia,1115
6557,UTI,1116
1402,Clínica Médica,1117
8825,Cardiologia,1118
7665,Cirurgia Geral,1119
7520,Pediatria,1120
5483,Pediatria,1121
8511,Pediatria,1122
5971,Oncologia,1123
3628,UTI,1124
9221,Cardiologia,1125
1121,Cardiologia,1126
4191,UTI,1127
8577,Clínica Médica,1128
1833,UTI,1129
1840,UTI,1130
6915,Neurologia,1131
2225,Ortopedia,1132
6916,UTI,1133
7449,Clínica Médica,1134
8469,Cirurgia Geral,1135
3253,Ortopedia,1136
6928,Cardiologia,1137
6350,Oncologia,1138
7090,Pediatria,1139
7243,Oncologia,1140
4584,Oncologia,1141
8618,Oncologia,1142
4100,Clínica Médica,1143
9824,UTI,1144
2041,Cirurgia Geral,1145
6971,UTI,1146
7533,Ortopedia,1147
3310,Clínica Médica,1148
3588,Clínica Médica,1149
9116,Pediatria,1150
2728,Cirurgia Geral,1151
1652,Cardiologia,1152
3074,Neurologia,1153
3272,Cirurgia Geral,1154
3592,Ortopedia,1155
3346,Pediatria,1156
3281,Oncologia,1157
7562,Ortopedia,1158
4898,Ortopedia,1159
4951,Pediatria,1160
4659,Clínica Médica,1161
4938,Neurologia,1162
8670,Clínica Médica,1163
9925,Clínica Médica,1164
8088,Ortopedia,1165
2354,Neurologia,1166
4251,Neurologia,1167
9403,UTI,1168
1507,UTI,1169
3480,Ortopedia,1170
9260,Oncologia,1171
9447,Neurologia,1172
1459,Oncologia,1173
9946,Oncologia,1174
4079,Clínica Médica,1175
